file_path*,archived_path,experiment_name*,sequencing_run_name*,read_length,md5sum,paired,assay
#,S3 path,Item: Experiment,Item: SequencingRun,,,(1;2;3;index),(scRNA-seq;scATAC-seq;ATAC-seq;RNA-seq;ChIP-seq;Hi-C)
